PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,Exam_Score
1.1348905222114711,-0.11691458936738959,0.37471977344672613,0.026619269586586777,0.7270630272939627,0.6205719180651647,-0.17186244149515498,-0.5799541248130791,0.3410825350977578,-0.4766849564384839,-0.21933212469711438,0.1774622209190501,-0.07911595376757298,-0.15081797552191267,0.8366112217209322,-0.18124463903642696,-0.0728750436082582,0.17488939440231177,0.32935496090659094,0.2892037352161943,-0.4501408642738599,-0.022523925776979318,69
0.6618076966255796,-0.3617707813889155,1.2677469847118958,-0.29192157295469157,-0.035713035872813874,-0.29382360710761113,-0.6345738671502134,0.3000994947776308,0.468976246078802,-0.7390031785844998,-0.23575910749474616,0.19610925786441627,-0.15042977019228587,0.06810314768037733,-0.3673957653663403,0.31330107255191386,-0.18553680029772948,-0.3957591005732541,-0.05494667037856934,-0.13326711833806132,-0.01842830480104663,-0.09459245416042064,69
0.4664374611456501,-0.6405147897076446,0.45879467821946385,0.818094196878279,1.179904391475504,-0.2591338073363305,-0.3360515448020965,-0.21675015811911785,-0.22361844322871047,0.6813803724231439,-0.33859809055634876,-0.16238296707648617,-0.20973809481747271,-0.06286185653208873,0.25959244777557006,-0.3841748468833112,0.05196168013698456,-0.13841610464652807,-0.30352348784971966,-0.20312134174745297,0.03342636685636037,-0.21601870265014944,66
-1.1311148168301275,0.137276849174409,0.5185424602596806,-0.23049309331491838,0.11933644401777042,-0.25179027780346935,-0.711975785861254,-0.2879031862454819,-0.6212046835113182,-0.2348753784262997,-0.2913869131835958,-0.13246045910077145,-0.19015466226817113,0.026678930578315822,-0.3758587012878959,0.29699638113088206,0.1272244417469216,-0.4820661100425829,-0.014465782566880494,-0.14249276322439913,-0.16394120312790894,-0.13054796601006904,72
0.2280034682991467,-0.7120484194404184,-0.5832383819189745,-0.797767127879411,-0.46377572363775493,0.849183069760044,-0.24846474524917156,-0.3340239107960467,-0.7245716740968858,-0.048363548837036606,0.6669655889761966,-0.17587034261945067,-0.1435019355108528,0.2296917830940598,-0.45645733445663456,0.045246008172166216,-0.4615009340370443,-0.3842914647720723,-0.08972420494513246,-0.15309002872357688,0.1142838029016016,-0.07753507157497767,72
0.1253952379247919,-0.7932919944082052,-0.45690119118439065,0.7652641950254864,-0.36651518812827893,-0.7971178949682954,-0.2767712764168602,-0.27544105352216164,-0.25865274614015704,0.7188753850636093,-0.3422968422956316,0.2359026725672328,-0.10977598487010261,-0.13849794458640677,0.06257458430028708,-0.15750359142266815,0.2240003713685703,-0.14821454862698405,0.615100923606513,-0.16497352061521897,-0.02807661314332804,-0.08584486677096764,66
-0.8408568773357106,0.26620373718937906,-0.023249067637645206,-0.5579241414023267,0.4880156987871018,-0.29791640595431945,0.09482446711300624,0.9245702277009711,-0.4035213160249176,-0.4614469053554645,0.6491146683599156,-0.1405681757395352,-0.438619803195029,0.348787760211741,0.2937210516504445,0.23903818330820664,-0.19096225397507077,-0.2465203245257549,0.4078100150946774,-0.035484012394201236,0.2914623355389255,-0.06957322191001103,66
1.0008733771432468,0.729727296654887,-0.40228723764709,0.5463456645230435,0.04682812080948144,-0.7325479882516467,0.21113842648615136,-0.4300297698017818,0.7778708737183326,0.4477215193929634,-0.24980214315136096,0.20489975644036731,-0.2289420639795849,-0.008865319858345887,0.114404895845231,-0.14677062826914222,0.23498450376091873,-0.28939682358713775,-0.3251164877375566,0.27883278042182363,0.49158730568708436,-0.26211709474639877,71
0.2544128106164474,-0.5158678164018332,0.6630862865683153,0.37289426655838004,0.33525815418419386,-0.8064973580251716,0.9094924043735099,-0.29608637006511657,-0.2268866160989307,0.7355360450779863,0.5830413026750052,-0.12189680919905041,0.11604801819895015,-0.09170925043913258,-0.2614947000394337,-0.1739404368518995,-0.39152990589702646,0.4301527018897995,-0.00667607457437139,0.2661285388996089,-0.4803967465206162,0.14951586714059836,64
-0.9745957549600568,0.20445535886970317,0.18915773098645358,0.5288334822147996,0.07023459892050936,0.19516804135134394,1.019677116839789,0.3008787412392653,0.5328361178318269,-0.686302693839958,-0.3317438630397822,0.14919635879724208,0.30458579151655296,-0.42823063610471856,0.007092262495399178,0.2073129336537552,-0.29479683357309316,0.08118863559450638,-0.10118227066249755,0.2743967108826888,-0.49451558607644197,0.06637805928550877,70
-1.154735979052473,0.1711805098683793,0.5289048139470734,-0.1554641730632935,-0.048867767095973055,-0.6110738958084615,0.5313400846839167,0.5616504376627269,-0.4668482453266724,-0.42636665883131647,0.5865072485654519,0.15749299130543018,-0.2558262073103854,0.07608715647855685,0.20365494537347278,-0.16965917000075068,0.056533032263179586,-0.5221425188816584,-0.2761555292406791,-0.1729875291083871,-0.001834134474231787,-0.23938652232454916,74
0.17497004100550284,-0.7594123968113822,-0.4979215701164168,0.7560106401550415,-0.12026148752307236,-0.052529748095415205,0.5731432424575604,-0.31092980044524177,-0.19938556268072588,0.7936298202382194,-0.38607107700262994,-0.1994813889347761,-0.05559810303946296,-0.18371152446856714,0.7826590813482457,0.13159522513019065,-0.32032826110723445,-0.2673093512957189,0.2552640985638539,-0.0986982193658337,0.2809148808508571,-0.1308383256284408,64
0.9773839640176966,-0.2584843737450525,0.7431234565292018,0.842260193967248,1.0963439724247945,-0.17155350389666604,-0.3836668938650219,-0.5648277159694232,0.3334327805318181,-0.5531960084574893,-0.26392521184737167,-0.5285256393988117,-0.12088008250020033,-0.01977329559358838,0.2688498674529595,-0.352142393407288,-0.3841599926232131,0.11154145197033542,-0.35037425723908777,-0.2498338268300975,0.24162484169749068,-0.1195511249909013,63
0.6397780047514421,-0.40865816169138214,1.321894382563089,-0.31392456057689133,0.005381721927706413,-0.3938396114047618,-0.6080621747232767,0.9788683169230504,-0.008086322231903476,0.44798576272750235,-0.32194869201608833,0.5509299676330034,-0.08860946326432032,0.12488342988016032,-0.2665782761073127,0.30432116855124375,-0.43492860014759394,-0.17391380457837397,-0.08234157807587275,-0.16363301423148977,0.15017198678865834,-0.036146014367366364,69
0.3140501392099555,-0.7686521806675793,-0.7832306405577922,-0.2167218391139854,-0.013262783467668775,-0.4278955754364364,-0.6915897071329388,0.7960265792461088,0.8585553143112724,0.1427934259568249,-0.21741270941563737,-0.054121915634727215,-0.27568497077617476,0.18589891264268887,-0.2882886769169227,0.2536114778726297,-0.06653735221426756,0.2110271969242214,0.017187799397572198,0.2877623695286901,-0.5025937441712856,0.06665131054216042,64
-0.08821645706510106,-0.1337223068307174,-0.8455838307694724,0.00428944097804813,-0.7726218920928708,0.018930695244567947,-0.07465641367583473,0.7110325632136019,-0.07119828904722832,0.6091550366607253,-0.3284452083326124,0.24214553584346069,0.11963146294658024,-0.3440592512110847,0.22604056741506912,0.17584186003908805,0.17971104893276352,-0.2054846728767939,-0.33703901141364295,0.7528738954360296,0.05105971461713317,0.8983422498564072,67
-0.02430574377669119,-0.028736104603219525,-0.8621290130150476,-0.31887149369565576,1.2782814804742615,-0.2093446807613113,0.16845104170712594,-0.24057950505127348,-0.6239852358246738,-0.18924504685240057,0.658679733056232,-0.11912208685548678,0.22839061849920714,-0.25774870885827017,-0.32668017466410354,-0.37269946115027663,0.07231507852929532,0.33723982568521654,-0.07142951038451843,0.7569275001654716,-0.10530172343680785,0.029611497447168934,68
